#day                      flux
 1.228396182828583e+03 1.007942125000000e+06 
 1.228402994172618e+03 1.007819250000000e+06 
 1.228409805616655e+03 1.007941250000000e+06 
 1.228416617060684e+03 1.007819125000000e+06 
 1.228423428604750e+03 1.007897875000000e+06 
 1.228430239948786e+03 1.007931500000000e+06 
 1.228437051392852e+03 1.007684500000000e+06 
 1.228443862836917e+03 1.007923500000000e+06 
 1.228450674380983e+03 1.007818312500000e+06 
 1.228457485825049e+03 1.007725937500000e+06 
 1.228464297169114e+03 1.007866125000000e+06 
 1.228471108613172e+03 1.007834562500000e+06 
 1.228477920157238e+03 1.007895375000000e+06 
 1.228484731601333e+03 1.008114125000000e+06 
 1.228491543045428e+03 1.007780812500000e+06 
 1.228498354389492e+03 1.007908500000000e+06 
 1.228505847058004e+03 1.007862625000000e+06 
 1.228512658502099e+03 1.007778125000000e+06 
 1.228519469946194e+03 1.007940437500000e+06 
 1.228526281290317e+03 1.007867062500000e+06 
 1.228533092834412e+03 1.007675750000000e+06 
 1.228539904278499e+03 1.007873187500000e+06 
 1.228546715722623e+03 1.007618312500000e+06 
 1.228553527166747e+03 1.007647062500000e+06 
 1.228560338510870e+03 1.007930750000000e+06 
 1.228567150054994e+03 1.007955937500000e+06 
 1.228573961499118e+03 1.007908812500000e+06 
 1.228580772943242e+03 1.007874250000000e+06 
 1.228587584487395e+03 1.007720687500000e+06 
 1.228594395831547e+03 1.007775750000000e+06 
 1.228601207275664e+03 1.007576562500000e+06 
 1.228648887484764e+03 1.007877312500000e+06 
 1.228655698828945e+03 1.007692937500000e+06 
 1.228662510273120e+03 1.008139625000000e+06 
 1.228669321717302e+03 1.008227000000000e+06 
 1.228676133261484e+03 1.007727250000000e+06 
 1.228682944705666e+03 1.008067437500000e+06 
 1.228689756049847e+03 1.007876500000000e+06 
 1.228696567494058e+03 1.007725125000000e+06 
 1.228703378938240e+03 1.007689375000000e+06 
 1.228710190482452e+03 1.007916000000000e+06 
 1.228717001926627e+03 1.007928000000000e+06 
 1.228723813270866e+03 1.007673062500000e+06 
 1.228730624715048e+03 1.007777750000000e+06 
 1.228737436259289e+03 1.007774437500000e+06 
 1.228744247703500e+03 1.007758750000000e+06 
 1.228751059147711e+03 1.007716000000000e+06 
 1.228757870491951e+03 1.007775562500000e+06 
