rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optmagblend,st_optband,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend,rowupdate,pl_disc
578,HD 62509,b,Radial Velocity,1,589.64,0.81,-0.81,0,1.64,0.27,-0.27,0,0.02,0.03,-0.03,0,,,,,2.3,0.45,-0.45,0,Msini,,,,,,,,,0,0,0,0,07h45m18.95s,116.328957,+28d01m34.3s,28.026199,10.34,0.09,-0.09,0,1.14,,0,0,V (Johnson),4946,18,-18,0,0,2.1,0.08,-0.08,0,0,8.31,0.09,-0.09,0,0,2015-03-26,2006
576,HD 60532,b,Radial Velocity,2,201.9,0.3,-0.3,0,0.77,0.02,-0.02,0,0.26,0.02,-0.02,0,,,,,1.06,0.08,-0.08,0,Msini,,,,,,,,,0,0,0,0,07h34m03.18s,113.513252,-22d17m45.8s,-22.296066,25.3,0.17,-0.17,0,4.44,,0,0,V (Johnson),6245,80,-80,0,0,1.5,0.09,-0.09,0,0,2.57,0.12,-0.12,0,0,2016-09-08,2008
577,HD 60532,c,Radial Velocity,2,600.1,2.4,-2.4,0,1.6,0.04,-0.04,0,0.03,0.02,-0.02,0,,,,,2.51,0.16,-0.16,0,Msini,,,,,,,,,0,0,0,0,07h34m03.18s,113.513252,-22d17m45.8s,-22.296066,25.3,0.17,-0.17,0,4.44,,0,0,V (Johnson),6245,80,-80,0,0,1.5,0.09,-0.09,0,0,2.57,0.12,-0.12,0,0,2016-09-08,2008
569,HD 5319,b,Radial Velocity,2,641,2,-2,0,1.6697,0.0036,-0.0036,0,0.02,0.03,-0.03,0,,,,,1.76,0.07,-0.07,0,Msini,,,,,,,,,0,0,1,0,00h55m01.40s,13.755836,+00d47m22.4s,0.789553,114,11,-11,0,8.05,,0,0,V (Johnson),4958,44,-44,0,0,1.51,0.11,-0.11,0,0,3.85,0.4,-0.4,0,0,2014-12-03,2007
568,HD 52265,b,Radial Velocity,1,119.6,0.42,-0.42,0,0.5,,,0,0.35,0.03,-0.03,0,,,,,1.05,0.03,-0.03,0,Msini,,,,,,,,,0,0,0,1,07h00m18.04s,105.07515,-05d22m01.8s,-5.367162,28.07,0.65,-0.68,0,6.3,,0,0,V (Johnson),6060,50,-50,0,0,1.18,,,0,0,1.1,,,0,0,2015-03-26,2000
567,HD 50554,b,Radial Velocity,1,1293,37,-37,0,2.353,0.0452,-0.0452,0,0.501,0.03,-0.03,0,,,,,4.954,0.389,-0.389,0,Msini,,,,,,,,,0,0,1,0,06h54m42.82s,103.678436,+24d14m44.0s,24.245558,31.03,0.94,-1,0,6.84,0.02,0,0,V (Johnson),5987,70,-70,0,0,1.04,0.01,-0.01,0,0,1.02,0.02,-0.02,0,0,2014-11-19,2002
566,HD 50499,b,Radial Velocity,1,2482.7,110,-110,0,3.86,0.6,-0.6,0,0.23,0.14,-0.14,0,,,,,1.71,0.2,-0.2,0,Msini,,,,,,,,,0,0,0,0,06h52m02.03s,103.008438,-33d54m56.0s,-33.915562,47.26,1.47,-1.57,0,7.195,0.01,0,0,V (Johnson),,,,,0,1.24,0.1,-0.1,0,0,,,,,0,2014-12-17,2005
565,HD 49674,b,Radial Velocity,1,4.94737,0.00098,-0.00098,0,0.058,0.0034,-0.0034,0,0.087,0.095,-0.095,0,,,,,0.105,0.011,-0.011,0,Msini,,,,,,,,,0,0,0,0,06h51m30.52s,102.877151,+40d52m03.9s,40.867756,40.73,1.81,-1.98,0,8.1,,0,0,V (Johnson),5662,44,-44,0,0,1.06,,,0,0,,,,,0,2014-07-23,2002
564,HD 48265,b,Radial Velocity,1,762,50,-50,0,1.6,,,,0.24,0.1,-0.1,0,,,,,1.2,,,0,Msini,,,,,,,,,0,0,0,0,06h40m01.73s,100.007195,-48d32m31.0s,-48.541954,87.41,5.18,-5.87,0,8.05,,0,0,V (Johnson),5789,16,-16,0,0,1.22,0.05,-0.05,0,0,1.82,0.09,-0.09,0,0,2015-03-26,2008
563,HD 47536,b,Radial Velocity,1,712.13,0.31,-0.31,0,1.93,0.32,-0.32,0,0.2,0.08,-0.08,0,,,,,7.32,2.36,-2.36,0,Msini,,,,,,,,,0,0,0,0,06h37m47.62s,99.44841,-32d20m23.0s,-32.339733,121.36,7.72,-8.85,0,5.25,,0,0,V (Johnson),4424,16,-16,0,0,0.91,0.03,-0.03,0,0,22.39,1.05,-1.05,0,0,2015-03-26,2002
559,HD 47186,b,Radial Velocity,2,4.0845,0.0002,-0.0002,0,0.05,,,0,0.038,0.02,-0.02,0,,,,,0.07167,,,0,Msini,,,,,,,,,0,0,0,0,06h36m08.79s,99.036613,-27d37m20.3s,-27.622297,37.84,1.21,-1.29,0,7.626,0.01,0,0,V (Johnson),5675,21,-21,0,0,0.99,,,0,0,,,,,0,2015-03-26,2008
560,HD 47186,c,Radial Velocity,2,1353.6,57.1,-57.1,0,2.395,,,0,0.249,0.073,-0.073,0,,,,,0.35061,,,0,Msini,,,,,,,,,0,0,0,0,06h36m08.79s,99.036613,-27d37m20.3s,-27.622297,37.84,1.21,-1.29,0,7.626,0.01,0,0,V (Johnson),5675,21,-21,0,0,0.99,,,0,0,,,,,0,2015-03-26,2008
558,HD 46375,b,Radial Velocity,1,3.023573,0.000065,-0.000065,0,0.0398,0.0023,-0.0023,0,0.063,0.026,-0.026,0,,,,,0.226,0.019,-0.019,0,Msini,,,,,,,,,0,0,0,0,06h33m12.62s,98.302597,+05d27m46.5s,5.462925,33.41,1.15,-1.24,0,7.912,0.015,0,0,V (Johnson),5285,,,0,0,0.92,,,0,0,,,,,0,2014-07-23,2000
557,HD 45652,b,Radial Velocity,1,43.6,0.2,-0.2,0,0.23,,,0,0.38,0.06,-0.06,0,,,,,0.47,,,0,Msini,,,,,,,,,0,0,0,0,06h29m13.19s,97.304962,+10d56m02.0s,10.933891,36.14,1.61,-1.77,0,8.127,0.017,0,0,V (Johnson),5312,68,-68,0,0,0.83,0.05,-0.05,0,0,,,,,0,2015-03-26,2008
555,HD 45364,b,Radial Velocity,2,226.93,0.37,-0.37,0,0.6813,,,0,0.1684,0.019,-0.019,0,,,,,0.1872,,,0,Msini,,,,,,,,,0,0,0,0,06h25m38.48s,96.410316,-31d28m51.4s,-31.480953,32.58,0.84,-0.88,0,8.062,0.012,0,0,V (Johnson),,,,,,,,,,,,,,,,2014-05-14,2008
556,HD 45364,c,Radial Velocity,2,342.85,0.28,-0.28,0,0.8972,,,0,0.0974,0.012,-0.012,0,,,,,0.6579,,,0,Msini,,,,,,,,,0,0,0,0,06h25m38.48s,96.410316,-31d28m51.4s,-31.480953,32.58,0.84,-0.88,0,8.062,0.012,0,0,V (Johnson),,,,,,,,,,,,,,,,2014-05-14,2008
554,HD 45350,b,Radial Velocity,1,963.6,3.4,-3.4,0,1.92,0.07,-0.07,0,0.778,0.009,-0.009,0,,,,,1.79,0.14,-0.14,0,Msini,,,,,,,,,0,0,0,0,06h28m45.71s,97.19046,+38d57m46.7s,38.962963,48.95,2.24,-2.47,0,7.885,0.012,0,0,V (Johnson),5616,,,0,0,1.02,,,0,0,,,,,0,2014-09-18,2004
552,HD 43691,b,Radial Velocity,1,36.96,0.02,-0.02,0,0.24,,,0,0.14,0.02,-0.02,0,,,,,2.49,,,0,Msini,,,,,,,,,0,0,0,0,06h19m34.68s,94.894485,+41d05m32.3s,41.092304,93.2,9.09,-11.3,0,8.03,,0,0,V (Johnson),6200,40,-40,0,0,1.38,0.05,-0.05,0,0,,,,,0,2015-01-22,2007
549,HD 4308,b,Radial Velocity,1,15.56,0.02,-0.02,0,0.115,,,0,0,0.01,-0.01,0,,,,,0.0442,,,0,Msini,,,,,,,,,0,0,0,0,00h44m39.27s,11.163615,-65d38m58.3s,-65.649521,21.85,0.26,-0.27,0,6.56,,0,0,V (Johnson),5685,13,-13,0,0,0.83,0.01,-0.01,0,0,,,,,0,2014-12-03,2005
548,HD 4208,b,Radial Velocity,1,828,8.1,-8.1,0,1.65,0.096,-0.096,0,0.052,0.04,-0.04,0,,,,,0.804,0.073,-0.073,0,Msini,,,,,,,,,0,0,0,0,00h44m26.65s,11.111043,-26d30m56.4s,-26.51568,32.7,1.12,-1.2,0,7.78,,0,0,V (Johnson),5600,44,-44,0,0,0.87,,,0,0,,,,,0,2014-07-23,2001
546,HD 4203,b,Radial Velocity,2,437.05,0.27,-0.27,0,1.1735,0.0222,-0.0222,0,0.52,0.02,-0.02,0,,,,,1.82,0.05,-0.05,0,Msini,,,,,,,,,0,0,0,0,00h44m41.20s,11.171676,+20d26m56.1s,20.448927,77.82,7,-8.53,0,8.687,0.017,0,0,V (Johnson),5702,,,0,0,1.13,,,0,0,,,,,,2014-05-14,2001
545,HD 4113,b,Radial Velocity,1,526.62,0.3,-0.3,0,1.28,,,0,0.903,0.005,-0.005,0,,,,,1.56,0.04,-0.04,0,Msini,,,,,,,,,0,0,0,0,00h43m12.60s,10.802486,-37d58m57.5s,-37.982632,44.05,1.84,-2.01,0,7.881,0.012,0,0,V (Johnson),5688,26,-26,0,0,0.99,,,0,0,,,,,0,2014-12-03,2007
544,HD 41004 B,b,Radial Velocity,1,1.3283,0.000012,-0.000012,0,,,,,0.081,0.012,-0.012,0,,,,,18.37,0.22,-0.22,0,Msini,,,,,,,,,0,0,0,0,05h59m49.65s,89.956886,-48d14m23.4s,-48.239841,43.03,1.81,-1.98,0,,,,,,,,,,0,0.4,,,0,0,,,,,0,2014-12-03,2003
543,HD 41004 A,b,Radial Velocity,1,963,38,-38,0,,,,,0.74,0.2,-0.2,0,,,,,2.54,0.74,-0.74,0,Msini,,,,,,,,,0,0,0,1,05h59m49.65s,89.956871,-48d14m22.9s,-48.239693,43.03,1.81,-1.98,0,8.65,,0,0,V (Johnson),5010,,,0,0,0.7,,,0,0,,,,,0,2014-12-03,2004
542,HD 40979,b,Radial Velocity,1,264.15,0.23,-0.23,0,0.846,0.007,-0.007,0,0.252,0.014,-0.014,0,,,,,4.01,0.13,-0.13,0,Msini,,,,,,,,,0,0,0,0,06h04m29.94s,91.124763,+44d15m37.6s,44.260445,33.3,0.9,-0.9,0,6.735,0.01,0,0,V (Johnson),6089,44,-44,0,0,1.15,0.03,-0.03,0,0,,,,,0,2014-05-14,2002
536,HD 39091,b,Radial Velocity,1,2151,85,-85,0,3.38,0.22,-0.22,0,0.6405,0.0072,-0.0072,0,,,,,10.27,0.84,-0.84,0,Msini,,,,,,,,,0,0,0,0,05h37m09.89s,84.291214,-80d28m08.8s,-80.469124,18.21,0.15,-0.15,0,5.65,,0,0,V (Johnson),5950,44,-44,0,0,1.1,,,0,0,,,,,0,2014-07-23,2001
533,HD 38529,b,Radial Velocity,2,14.3098,0.0005,-0.0005,0,0.131,0.002,-0.002,0,0.257,0.015,-0.015,0,,,,,0.839,0.03,-0.03,0,Msini,,,,,,,,,0,0,0,0,05h46m34.91s,86.64547,+01d10m05.5s,1.168193,42.4,1.7,-1.7,0,5.95,,0,0,V (Johnson),5697,44,-44,0,0,1.48,0.05,-0.05,0,0,,,,,0,2014-05-14,2000
534,HD 38529,c,Radial Velocity,2,2140.2,5.7,-5.7,0,3.712,0.048,-0.048,0,0.341,0.005,-0.005,0,,,,,13.38,0.39,-0.39,0,Msini,,,,,,,,,0,0,0,0,05h46m34.91s,86.64547,+01d10m05.5s,1.168193,42.4,1.7,-1.7,0,5.95,,0,0,V (Johnson),5697,44,-44,0,0,1.48,0.05,-0.05,0,0,,,,,0,2014-05-14,2000
530,HD 37605,b,Radial Velocity,2,55.01307,0.00064,-0.00064,0,0.2831,0.0016,-0.0016,0,0.6767,0.0019,-0.0019,0,,,,,2.802,0.011,-0.011,0,Msini,,,,,,,,,0,0,0,1,05h40m01.73s,85.00721,+06d03m38.1s,6.060579,42.88,2.28,-2.55,0,8.661,0.016,0,0,V (Johnson),5448,44,-44,0,0,1,0.05,-0.05,0,0,0.9,0.04,-0.04,0,0,2015-02-05,2004
527,HD 37124,b,Radial Velocity,3,154.378,0.089,-0.089,0,0.53364,0.0002,-0.0002,0,0.054,0.028,-0.028,0,,,,,0.675,0.017,-0.017,0,Msini,,,,,,,,,0,0,0,0,05h37m02.49s,84.260361,+20d43m50.8s,20.730787,33.24,1.22,-1.32,0,7.7,,0,0,V (Johnson),,,,,0,0.85,,,0,0,,,,,0,2016-08-18,2002
528,HD 37124,c,Radial Velocity,3,885.5,5.1,-5.1,0,1.71,0.0065,-0.0065,0,0.125,0.055,-0.055,0,,,,,0.652,0.052,-0.052,0,Msini,,,,,,,,,0,0,0,0,05h37m02.49s,84.260361,+20d43m50.8s,20.730787,33.24,1.22,-1.32,0,7.7,,0,0,V (Johnson),,,,,0,0.85,,,0,0,,,,,0,2016-08-18,2002
529,HD 37124,d,Radial Velocity,3,1862,38,-38,0,2.807,0.038,-0.038,0,0.16,0.14,-0.14,0,,,,,0.696,0.059,-0.059,0,Msini,,,,,,,,,0,0,0,0,05h37m02.49s,84.260361,+20d43m50.8s,20.730787,33.24,1.22,-1.32,0,7.7,,0,0,V (Johnson),,,,,0,0.85,,,0,0,,,,,0,2016-08-18,2005
526,HD 3651,b,Radial Velocity,1,62.218,0.015,-0.015,0,0.295,0.003,-0.003,0,0.596,0.036,-0.036,0,,,,,0.229,0.008,-0.008,0,Msini,,,,,,,,,0,0,0,0,00h39m21.81s,9.840858,+21d15m01.7s,21.250473,11.1,0.1,-0.1,0,5.86,,0,0,V (Johnson),5221,44,-44,0,0,0.88,0.03,-0.03,0,0,,,,,0,2014-05-14,2003
521,HD 33564,b,Radial Velocity,1,388,3,-3,0,1.1,,,0,0.34,0.02,-0.02,0,,,,,9.1,,,0,Msini,,,,,,,,,0,0,0,0,05h22m33.53s,80.639717,+79d13m52.1s,79.231148,20.98,0.23,-0.23,0,5.08,0.02,0,0,V (Johnson),6250,,,0,0,1.25,0.03,-0.04,0,0,,,,,0,2014-12-03,2005
520,HD 33283,b,Radial Velocity,1,18.179,0.007,-0.007,0,0.145,,,0,0.48,0.05,-0.05,0,,,,,0.33,,,0,Msini,,,,,,,,,0,0,0,0,05h08m01.01s,77.004219,-26d47m50.9s,-26.797472,86.88,6.3,-7.37,0,8.051,0.011,0,0,V (Johnson),5995,50,-50,0,0,1.24,0.1,-0.1,0,0,1.2,0.1,-0.1,0,0,2014-11-19,2006
518,HD 330075,b,Radial Velocity,1,3.38773,0.00008,-0.00008,0,0.039,,,0,0,,,0,,,,,0.62,,,0,Msini,,,,,,,,,0,0,0,0,15h49m37.69s,237.407043,-49d57m48.7s,-49.963524,50.2,3.49,-4.06,0,9.334,0.023,0,0,V (Johnson),5017,53,-53,0,0,0.7,0.1,-0.1,0,0,,,,,0,2014-11-19,2004
509,HD 30177,b,Radial Velocity,1,2770,100,-100,0,3.95,0.26,-0.26,0,0.193,0.025,-0.025,0,,,,,10.45,0.88,-0.88,0,Msini,,,,,,,,,0,0,0,0,04h41m54.37s,70.476555,-58d01m14.7s,-58.020756,54.71,2.21,-2.41,0,8.374,0.013,0,0,V (Johnson),5588,,,0,0,1.01,,,0,0,,,,,0,2014-07-23,2002
505,HD 285968,b,Radial Velocity,1,8.7836,0.0054,-0.0054,0,0.066,,,0,0,,,0,,,,,0.026,,,0,Msini,,,,,,,,,0,0,0,0,04h42m55.78s,70.732407,+18d57m29.4s,18.958172,9.42,0.22,-0.23,0,9.97,0.03,0,0,V (Johnson),3679,77,-77,0,,0.45,,,0,,0.45,0.02,-0.02,0,,2014-11-19,2008
502,HD 28185,b,Radial Velocity,1,385.9,0.6,-0.6,0,1.032,0.019,-0.019,0,0.092,0.019,-0.019,0,,,,,5.59,0.33,-0.33,0,Msini,,,,,,,,,0,0,0,0,04h26m26.32s,66.609673,-10d33m03.0s,-10.550821,39.6,1.7,-1.7,0,7.81,0.011,0,0,V (Johnson),5546,75,-75,0,0,0.98,0.05,-0.05,0,0,,,,,0,2014-05-14,2001
501,HD 27894,b,Radial Velocity,1,17.9904,0.0077,-0.0077,0,0.125,,,0,0.0486,0.0086,-0.0086,0,,,,,0.645,,,0,Msini,,,,,,,,,0,0,0,0,04h20m47.05s,65.19603,-59d24m39.0s,-59.410835,42.37,1.57,-1.7,0,9.349,0.021,0,0,V (Johnson),4875,81,-81,0,0,0.8,,,0,0,,,,,0,2015-04-16,2005
499,HD 27442,b,Radial Velocity,1,428.1,1.1,-1.1,0,1.271,0.073,-0.073,0,0.06,0.043,-0.043,0,,,,,1.56,0.14,-0.14,0,Msini,,,,,,,,,0,0,0,0,04h16m29.03s,64.120956,-59d18m07.8s,-59.302155,18.24,0.17,-0.17,0,4.44,,0,0,V (Johnson),4846,44,-44,0,0,1.23,,,0,0,,,,,0,2014-07-23,2000
498,HD 2638,b,Radial Velocity,1,3.4442,0.0002,-0.0002,0,0.044,,,0,0,,,0,,,,,0.48,,,0,Msini,,,,,,,,,0,0,0,0,00h29m59.87s,7.499466,-05d45m50.4s,-5.764002,53.71,3.63,-4.2,0,9.375,0.023,0,0,V (Johnson),5192,38,-38,0,0,0.93,,,0,0,,,,,0,2014-11-19,2005
495,HD 24040,b,Radial Velocity,1,3668,169,-171,0,4.92,0.38,-0.38,0,0.04,0.07,-0.06,0,,,,,4.01,0.49,-0.49,0,Msini,,,,,,,,,0,0,1,0,03h50m22.97s,57.595699,+17d28m34.9s,17.476366,46.51,2.13,-2.34,0,7.493,0.011,0,0,V (Johnson),5853,44,-44,0,0,1.18,,,0,0,,,,,,2014-05-14,2006
492,HD 23596,b,Radial Velocity,1,1561,12,-12,0,2.772,0.062,-0.062,0,0.266,0.014,-0.014,0,,,,,7.71,0.39,-0.39,0,Msini,,,,,,,,,0,0,0,0,03h48m00.37s,57.001556,+40d31m50.3s,40.530636,52,2.3,-2.3,0,7.244,0.011,0,0,V (Johnson),5904,44,-44,0,0,1.16,0.06,-0.06,0,0,,,,,0,2014-05-14,2003
490,HD 231701,b,Radial Velocity,1,141.6,2.8,-2.8,0,0.53,,,0,0.1,0.08,-0.08,0,,,,,1.08,,,0,Msini,,,,,,,,,0,0,0,0,19h32m04.16s,293.017334,+16d28m27.4s,16.474291,108.46,11.94,-15.3,0,8.97,0.015,0,0,V (Johnson),6208,44,-44,0,0,1.14,0.04,-0.03,0,0,1.35,0.1,-0.1,0,0,2014-11-19,2007
489,HD 23127,b,Radial Velocity,1,1214,9,-9,0,2.4,0.3,-0.3,0,0.44,0.07,-0.07,0,,,,,1.5,0.2,-0.2,0,Msini,,,,,,,,,0,0,0,0,03h39m23.64s,54.848495,-60d04m40.2s,-60.077843,89.13,5.65,-6.48,0,8.55,0.014,0,0,V (Johnson),,,,,0,1.13,0.1,-0.1,0,0,,,,,0,2014-11-19,2006
488,HD 23079,b,Radial Velocity,1,730.6,5.7,-5.7,0,1.596,0.093,-0.093,0,0.102,0.031,-0.031,0,,,,,2.45,0.21,-0.21,0,Msini,,,,,,,,,0,0,0,0,03h39m43.09s,54.929562,-52d54m57.0s,-52.915836,34.6,0.66,-0.68,0,7.12,,0,0,V (Johnson),5927,44,-44,0,0,1.01,,,0,0,,,,,0,2014-07-23,2001
486,HD 224693,b,Radial Velocity,1,26.73,0.02,-0.02,0,0.192,,,0,0.05,0.03,-0.03,0,,,,,0.71,,,0,Msini,,,,,,,,,0,0,0,0,23h59m53.83s,359.974304,-22d25m41.2s,-22.428114,94.07,9.33,-11.64,0,8.216,0.012,0,0,V (Johnson),6037,50,-50,0,0,1.33,0.1,-0.1,0,0,1.7,0.3,-0.3,0,0,2014-11-19,2006
482,HD 221287,b,Radial Velocity,1,456.1,7.7,-5.8,0,1.25,0.04,-0.04,0,0.08,0.17,-0.05,0,,,,,3.09,0.79,-0.79,0,Msini,,,,,,,,,0,0,0,0,23h31m20.34s,352.834747,-58d12m35.0s,-58.209732,52.88,2.2,-2.4,0,7.807,0.01,0,0,V (Johnson),6304,45,-45,0,0,1.25,0.1,-0.1,0,0,,,,,0,2014-05-14,2007
476,HD 219828,b,Radial Velocity,2,3.834887,0.000096,-0.000096,0,0.045,,,0,0.059,0.036,-0.036,0,,,,,0.06607,0.0044,-0.0044,0,Msini,,,,,,,,,0,0,0,0,23h18m46.74s,349.694733,+18d38m44.6s,18.64572,77.9,,,0,8.008,0.015,0,0,V (Johnson),5891,18,-18,0,0,1.23,0.1,-0.1,0,0,1.69,,,0,0,2016-06-03,2007
465,HD 217107,c,Radial Velocity,2,4270,220,-220,0,5.32,0.38,-0.38,0,0.517,0.033,-0.033,0,,,,,2.6,0.15,-0.15,0,Msini,,,,,,,,,0,0,0,0,22h58m15.54s,344.564758,-02d23m43.4s,-2.395385,19.72,0.29,-0.3,0,6.16,,0,1,V (Johnson),5646,,,0,0,1.02,,,0,0,,,,,0,2014-05-14,2005
463,HD 216770,b,Radial Velocity,1,118.45,0.55,-0.55,0,0.46,,,0,0.37,0.06,-0.06,0,,,,,0.65,,,0,Msini,,,,,,,,,0,0,0,0,22h55m53.71s,343.973785,-26d39m31.5s,-26.658764,37.89,1.46,-1.59,0,8.094,0.013,0,0,V (Johnson),,,,,0,0.9,,,0,0,,,,,0,2015-04-24,2003
461,HD 216437,b,Radial Velocity,1,1256,35,-35,0,2.32,,,0,0.29,0.12,-0.12,0,,,,,1.82,,,0,Msini,,,,,,,,,0,0,0,0,22h54m39.48s,343.66452,-70d04m25.3s,-70.073708,26.52,0.4,-0.41,0,6.05,,0,0,V (Johnson),,,,,0,1.15,0.1,-0.1,0,0,,,,,0,2015-04-24,2002
460,HD 216435,b,Radial Velocity,1,1311,49,-49,0,2.56,0.17,-0.17,0,0.07,0.078,-0.078,0,,,,,1.26,0.13,-0.13,0,Msini,,,,,,,,,0,0,0,0,22h53m37.93s,343.408051,-48d35m53.8s,-48.598286,33.29,0.79,-0.83,0,6.03,,0,0,V (Johnson),5999,60,-60,0,0,1.3,,,0,0,,,,,0,2014-07-23,2002
456,HD 213240,b,Radial Velocity,1,951,42,-42,0,2.03,,,0,0.45,0.04,-0.04,0,,,,,4.5,,,0,Msini,,,,,,,,,0,0,0,0,22h31m00.37s,337.751526,-49d25m59.8s,-49.43327,40.75,1.3,-1.39,0,6.814,0.01,0,0,V (Johnson),,,,,,,,,,,,,,,,2015-04-30,2001
454,HD 212301,b,Radial Velocity,1,2.245715,0.000028,-0.000028,0,0.036,,,0,0,,,0,,,,,0.45,,,0,Msini,,,,,,,,,0,0,0,0,22h27m30.92s,336.878845,-77d43m04.5s,-77.717926,52.72,1.95,-2.11,0,7.764,0.011,0,0,V (Johnson),6256,28,-28,0,0,1.27,0.02,-0.02,0,0,,,,,0,2014-05-14,2005
453,HD 210702,b,Radial Velocity,1,354.8,1.1,-1.1,0,1.2,,,0,0.094,0.052,-0.052,0,,,,,1.9,,,0,Msini,,,,,,,,,0,0,0,0,22h11m51.33s,332.963867,+16d02m26.0s,16.04055,55.93,2.22,-2.41,0,,,,,,4967,25,,0,,1.68,0.18,,0,,5.1,0.4,,0,,2015-09-03,2007
450,HD 20868,b,Radial Velocity,1,380.85,0.09,-0.09,0,0.947,0.012,-0.012,0,0.75,0.002,-0.002,0,,,,,1.99,0.05,-0.05,0,Msini,,,,,,,,,0,0,0,0,03h20m42.69s,50.177895,-33d43m48.4s,-33.730103,48.9,3.5,-3.5,0,9.92,,0,0,V (Johnson),4795,124,-124,0,0,0.78,0.03,-0.03,0,0,0.79,,,0,0,2014-11-05,2008
448,HD 208487,b,Radial Velocity,1,130.08,0.51,-0.51,0,0.524,0.03,-0.03,0,0.24,0.16,-0.16,0,,,,,0.52,0.082,-0.082,0,Msini,,,,,,,,,0,0,0,0,21h57m19.85s,329.332703,-37d45m49.0s,-37.763622,44,2,-2,0,7.471,0.012,0,0,V (Johnson),6067,,,0,0,1.13,,,0,0,,,,,0,2014-11-05,2004
442,HD 20782,b,Radial Velocity,1,597.065,0.043,-0.043,0,1.397,0.009,-0.009,0,0.956,0.004,-0.004,0,,,,,1.43,0.03,-0.03,0,Msini,,,,,,,,,0,0,0,0,03h20m03.58s,50.014908,-28d51m14.7s,-28.854071,35.5,0.8,-0.8,0,7.4,,0,0,V (Johnson),5798,44,-44,0,0,1.02,0.02,-0.02,0,0,1.09,0.04,-0.04,0,0,2016-05-19,2006
440,HD 205739,b,Radial Velocity,1,279.8,0.1,-0.1,0,0.896,0.019,-0.015,0,0.27,0.07,-0.07,0,,,,,1.37,0.07,-0.09,0,Msini,,,,,,,,,0,0,0,0,21h38m08.41s,324.535034,-31d44m14.9s,-31.737484,90.33,8.3,-10.17,0,8.56,,0,0,V (Johnson),6176,30,-30,0,0,1.22,0.08,-0.06,0,0,1.33,0.1,-0.1,0,0,2014-09-25,2008
436,HD 2039,b,Radial Velocity,1,1120,23,-23,0,2.23,0.13,-0.13,0,0.715,0.046,-0.046,0,,,,,6.11,0.82,-0.82,0,Msini,,,,,,,,,0,0,0,0,00h24m20.28s,6.084491,-56d39m00.2s,-56.650047,89.85,8.28,-10.15,0,9,,0,0,V (Johnson),5941,,,0,0,1.17,,,0,0,,,,,0,2014-08-21,2002
435,HD 203030,b,Imaging,1,,,,,487.1,1.8,-1.8,0,,,,,,,,,24.09,8.379,-11.521,0,Mass,,,,,,,,,0,0,0,1,21h18m58.22s,319.742584,+26d13m50.0s,26.230545,40.85,1.68,-1.83,0,8.425,0.013,0,0,V (Johnson),,,,,,,,,,,,,,,,2014-05-14,2006
433,HD 202206,b,Radial Velocity,2,255.87,0.06,-0.06,0,0.83,,,0,0.435,0.001,-0.001,0,90,,,0,17.4,,,0,Msin(i)/sin(i),,,,,,,,,0,0,0,0,21h14m57.77s,318.740692,-20d47m21.2s,-20.789209,46.34,2.33,-2.58,0,8.08,,0,0,V (Johnson),5765,40,-40,0,0,1.15,,,0,0,,,,,0,2015-08-27,2002
434,HD 202206,c,Radial Velocity,2,1383.4,18.4,-18.4,0,2.55,,,0,0.267,0.021,-0.021,0,90,,,0,2.44,,,0,Msin(i)/sin(i),,,,,,,,,0,0,0,0,21h14m57.77s,318.740692,-20d47m21.2s,-20.789209,46.34,2.33,-2.58,0,8.08,,0,0,V (Johnson),5765,40,-40,0,0,1.15,,,0,0,,,,,0,2015-08-27,2004
430,HD 19994,b,Radial Velocity,1,466.2,1.7,-1.7,0,1.305,0.016,-0.016,0,0.063,0.062,-0.062,0,,,,,1.37,0.12,-0.12,0,Msini,,,,,,,,,0,0,0,0,03h12m46.44s,48.193485,-01d11m46.0s,-1.196101,22.38,0.37,-0.38,0,5.06,,0,1,V (Johnson),6190,,,0,0,1.37,,,0,0,,,,,0,2014-05-14,2003
