rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optmagblend,st_optband,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,st_rad,st_raderr1,st_raderr2,st_radlim,st_radblend,rowupdate,pl_disc
280,HD 11964,b,Radial Velocity,2,1945,26,-26,0,3.16,0.19,-0.19,0,0.041,0.047,-0.047,0,,,,,0.622,0.056,-0.056,0,Msini,,,,,,,,,0,0,0,0,01h57m09.61s,29.290026,-10d14m32.7s,-10.242428,33.98,1.02,-1.08,0,6.42,,0,0,V (Johnson),5349,44,-44,0,0,1.12,,,0,0,,,,,0,2014-05-14,2005
281,HD 11964,c,Radial Velocity,2,37.91,0.041,-0.041,0,0.229,0.013,-0.013,0,0.3,0.17,-0.17,0,,,,,0.0788,0.0097,-0.0097,0,Msini,,,,,,,,,0,0,0,0,01h57m09.61s,29.290026,-10d14m32.7s,-10.242428,33.98,1.02,-1.08,0,6.42,,0,0,V (Johnson),5349,44,-44,0,0,1.12,,,0,0,,,,,0,2014-05-14,2008
279,HD 118203,b,Radial Velocity,1,6.1335,0.0006,-0.0006,0,0.07,,,0,0.309,0.014,-0.014,0,,,,,2.13,,,0,Msini,,,,,,,,,0,0,0,0,13h34m02.54s,203.510574,+53d43m42.7s,53.728531,88.57,6,-6.94,0,8.05,,0,0,V (Johnson),5600,150,-150,0,0,1.23,0.03,-0.03,0,0,,,,,0,2014-05-14,2005
278,HD 117618,b,Radial Velocity,1,25.827,0.019,-0.019,0,0.176,0.01,-0.01,0,0.42,0.17,-0.17,0,,,,,0.178,0.021,-0.021,0,Msini,,,,,,,,,0,0,0,1,13h32m25.55s,203.106476,-47d16m16.9s,-47.271362,38.02,1.3,-1.39,0,7.169,0.011,0,0,V (Johnson),5990,13,-13,0,0,1.08,,,0,0,,,,,0,2014-05-14,2004
276,HD 117207,b,Radial Velocity,1,2597,41,-41,0,3.79,0.22,-0.22,0,0.144,0.035,-0.035,0,,,,,1.88,0.17,-0.17,0,Msini,,,,,,,,,0,0,0,0,13h29m21.11s,202.337967,-35d34m15.6s,-35.570995,33.01,0.97,-1.03,0,7.26,,0,0,V (Johnson),5724,,,0,0,1.08,,,0,0,,,,,0,2014-05-14,2004
273,HD 11506,b,Radial Velocity,2,1627.5,5.9,-5.9,0,2.708,0.007,-0.007,0,0.37,0.01,-0.01,0,,,,,4.21,0.07,-0.07,0,Msini,,,,,,,,,0,0,0,0,01h52m50.53s,28.210558,-19d30m25.1s,-19.506975,51.7,1.6,-1.6,0,7.51,,0,0,V (Johnson),6055,44,-44,0,0,1.24,0.02,-0.02,0,0,1.33,0.05,-0.05,0,0,2014-12-03,2007
274,HD 11506,c,Radial Velocity,2,223.6,0.6,-0.6,0,0.721,0.001,-0.001,0,0.24,0.05,-0.05,0,,,,,0.36,0.02,-0.02,0,Msini,,,,,,,,,0,0,0,0,01h52m50.53s,28.210558,-19d30m25.1s,-19.506975,51.7,1.6,-1.6,0,7.51,,0,0,V (Johnson),6055,44,-44,0,0,1.24,0.02,-0.02,0,0,1.33,0.05,-0.05,0,0,2014-12-03,2008
272,HD 114783,b,Radial Velocity,1,493.7,1.8,-1.8,0,1.16,0.019,-0.019,0,0.144,0.032,-0.032,0,,,,,1.1,0.06,-0.06,0,Msini,,,,,,,,,0,0,0,0,13h12m43.78s,198.182434,-02d15m54.1s,-2.26504,20.4,0.4,-0.4,0,7.55,0.01,0,0,V (Johnson),5135,44,-44,0,0,0.85,0.03,-0.03,0,0,,,,,0,2014-05-14,2001
270,HD 114729,b,Radial Velocity,1,1114,15,-15,0,2.11,0.12,-0.12,0,0.167,0.055,-0.055,0,,,,,0.95,0.1,-0.1,0,Msini,,,,,,,,,0,0,0,0,13h12m44.26s,198.184402,-31d52m24.1s,-31.873348,35,1.15,-1.23,0,6.68,,0,0,V (Johnson),5821,,,0,0,1,,,0,0,,,,,0,2014-05-14,2002
268,HD 114386,b,Radial Velocity,1,937.7,15.6,-15.6,0,1.65,,,0,0.23,0.03,-0.03,0,,,,,1.24,,,0,Msini,,,,,,,,,0,0,0,0,13h10m39.82s,197.665924,-35d03m17.2s,-35.054783,28.04,1,-1.08,0,8.73,0,0,0,V (Johnson),4804,,,0,0,0.68,,,0,0,,,,,0,2014-05-14,2003
263,HD 111232,b,Radial Velocity,1,1143,14,-14,0,1.97,,,0,0.2,0.01,-0.01,0,,,,,6.8,,,0,Msini,,,,,,,,,0,0,0,0,12h48m51.75s,192.215637,-68d25m30.5s,-68.425148,28.88,0.65,-0.68,0,7.59,,0,0,V (Johnson),5494,,,0,0,0.78,,,0,0,,,,,0,2014-08-21,2003
261,HD 109749,b,Radial Velocity,1,5.24,0.002,-0.002,0,0.0635,,,0,0.01,0.01,-0.01,0,,,,,0.28,0.016,-0.016,0,Msini,,,,,,,,,0,0,0,0,12h37m16.38s,189.318237,-40d48m43.6s,-40.812115,59.03,5.98,-7.5,0,8.208,0.012,0,0,V (Johnson),5903,50,-50,0,0,1.2,0.1,-0.1,0,0,1.24,0.1,-0.1,0,0,2014-05-14,2005
256,HD 108874,b,Radial Velocity,2,395.8,0.6,-0.6,0,1.038,0.014,-0.014,0,0.082,0.021,-0.021,0,,,,,1.29,0.06,-0.06,0,Msini,,,,,,,,,0,0,0,0,12h30m26.88s,187.612015,+22d52m47.4s,22.879829,68.5,5.8,-5.8,0,,,,,,5551,44,-44,0,0,0.95,0.04,-0.04,0,0,,,,,0,2014-05-14,2002
257,HD 108874,c,Radial Velocity,2,1624,23,-23,0,2.659,0.06,-0.06,0,0.239,0.031,-0.031,0,,,,,0.99,0.06,-0.06,0,Msini,,,,,,,,,0,0,0,0,12h30m26.88s,187.612015,+22d52m47.4s,22.879829,68.5,5.8,-5.8,0,,,,,,5551,44,-44,0,0,0.95,0.04,-0.04,0,0,,,,,0,2014-05-14,2005
253,HD 108147,b,Radial Velocity,1,10.8985,0.0045,-0.0045,0,0.102,0.0059,-0.0059,0,0.53,0.12,-0.12,0,,,,,0.261,0.04,-0.04,0,Msini,,,,,,,,,0,0,0,0,12h25m46.27s,186.44278,-64d01m19.5s,-64.022087,38.56,1,-1.05,0,6.995,0.01,0,0,V (Johnson),6265,40,-40,0,0,1.27,0.02,-0.02,0,0,,,,,0,2014-05-14,2002
252,HD 107148,b,Radial Velocity,1,48.056,0.057,-0.057,0,0.269,0.016,-0.016,0,0.05,0.17,-0.17,0,,,,,0.21,0.036,-0.036,0,Msini,,,,,,,,,0,0,1,0,12h19m13.49s,184.806213,-03d19m11.2s,-3.319789,51.26,2.5,-2.77,0,8.015,0.012,0,0,V (Johnson),5797,,,0,0,1.12,,,0,0,,,,,0,2014-05-14,2005
248,HD 10647,b,Radial Velocity,1,989.2,8.1,-8.1,0,2.015,0.011,-0.011,0,0.15,0.08,-0.08,0,,,,,0.94,0.08,-0.08,0,Msini,,,,,,,,,0,0,0,0,01h42m29.32s,25.622149,-53d44m27.0s,-53.740833,17.35,0.19,-0.19,0,5.52,,0,0,V (Johnson),6218,20,-20,0,0,1.11,0.02,-0.02,0,0,1.1,0.02,-0.02,0,0,2014-05-14,2006
246,HD 106252,b,Radial Velocity,1,1531,4.7,-4.7,0,2.611,0.026,-0.026,0,0.482,0.011,-0.011,0,,,,,6.92,0.16,-0.16,0,Msini,,,,,,,,,0,0,0,0,12h13m29.51s,183.372955,+10d02m29.9s,10.041638,37.4,1.3,-1.3,0,7.408,0.011,0,0,V (Johnson),5870,44,-44,0,0,1.01,0.02,-0.02,0,0,,,,,0,2014-05-14,2002
245,HD 104985,b,Radial Velocity,1,199.505,0.085,-0.085,0,0.95,,,0,0.09,0.009,-0.009,0,,,,,8.3,,,0,Msini,,,,,,,,,0,0,0,0,12h05m15.12s,181.312988,+76d54m20.6s,76.905731,102.04,5.14,-5.72,0,5.8,,0,0,V (Johnson),,,,,,,,,,,,,,,,2014-05-14,2003
236,HD 102272,b,Radial Velocity,1,127.58,0.3,-0.3,0,0.614,0.001,-0.001,0,0.05,0.04,-0.04,0,,,,,5.9,0.2,-0.2,0,Msini,,,,,,,,,0,0,0,0,11h46m23.54s,176.598068,+14d07m26.4s,14.123986,164.2,,,-1,8.69,,0,0,V (Johnson),4908,35,-35,0,0,1.9,0.3,-0.3,0,0,10.1,4.6,-4.6,0,0,2014-05-14,2008
235,HD 102195,b,Radial Velocity,1,4.113775,0.000557,-0.000557,0,,,,,0,,,0,,,,,0.45,,,0,Msini,,,,,,,,,0,0,1,0,11h45m42.29s,176.426224,+02d49m17.3s,2.821483,28.98,0.94,-1.01,0,8.062,0.014,0,0,V (Johnson),5291,34,-34,0,0,0.87,,,0,0,,,,,0,2014-05-14,2006
234,HD 102117,b,Radial Velocity,1,20.8133,0.0064,-0.0064,0,0.1532,0.0088,-0.0088,0,0.121,0.082,-0.082,0,,,,,0.172,0.02,-0.02,0,Msini,,,,,,,,,0,0,0,1,11h44m50.46s,176.210251,-58d42m13.4s,-58.703709,42,1.41,-1.52,0,7.47,,0,0,V (Johnson),5695,44,-44,0,0,1.11,,,0,0,,,,,0,2014-05-14,2005
233,HD 101930,b,Radial Velocity,1,70.46,0.18,-0.18,0,0.302,,,0,0.11,0.02,-0.02,0,,,,,0.3,,,0,Msini,,,,,,,,,0,0,0,0,11h43m30.11s,175.875458,-58d00m24.8s,-58.006886,30.5,0.87,-0.92,0,8.21,0,0,0,V (Johnson),5079,62,-62,0,0,0.74,0.05,-0.05,0,0,,,,,0,2014-05-14,2005
226,HD 100777,b,Radial Velocity,1,383.7,1.2,-1.2,0,1.03,0.03,-0.03,0,0.36,0.02,-0.02,0,,,,,1.16,0.03,-0.03,0,Msini,,,,,,,,,0,0,1,0,11h35m51.52s,173.964676,-04d45m20.5s,-4.755697,52.8,3,-3.38,0,8.418,0.016,0,0,V (Johnson),5582,24,-24,0,0,1.01,0.1,-0.1,0,0,,,,,0,2014-05-14,2007
201,HAT-P-9,b,Transit,1,3.92289,0.00004,-0.00004,0,0.053,0.002,-0.002,0,0,,,0,86.5,0.2,-0.2,0,0.78,0.09,-0.09,0,Mass,1.4,0.06,-0.06,0,0.35,0.06,-0.06,0,0,0,0,0,07h20m40.45s,110.168529,+37d08m26.3s,37.140652,480,60,-60,0,12.297,0.063,0,0,V (Johnson),6350,150,,0,,1.28,0.13,,0,,1.32,0.07,,0,,2014-05-14,2008
200,HAT-P-8,b,Transit,1,3.0763776,0.000004,-0.000004,0,0.0487,0.0026,-0.0026,0,0,,,0,87.5,1.9,-0.9,0,1.52,0.18,-0.16,0,Mass,1.5,0.08,-0.06,0,0.568,0.048,-0.048,0,0,0,0,0,22h52m09.86s,343.041067,+35d26m49.6s,35.447109,230,15,-15,0,10.3,0.07,0,0,V (Johnson),6200,80,,0,,1.28,0.04,,0,,1.58,0.08,,0,,2014-05-14,2008
199,HAT-P-7,b,Transit,1,2.2047372,0.0000011,-0.0000011,0,0.03676,0.00019,-0.00019,0,0.0016,0.0034,-0.001,0,82.2,1.2,-1.2,0,1.682,0.021,-0.02,0,Mass,1.491,0.061,-0.061,0,0.629,0.078,-0.078,0,0,1,0,1,19h28m59.35s,292.24731,+47d58m10.2s,47.969513,320,50,-40,0,10.463,,0,0,Kepler-band,6441,69,-69,0,0,1.47,0.07,-0.07,0,0,1.84,0.17,-0.17,0,0,2016-08-18,2008
196,HAT-P-6,b,Transit,1,3.852985,0.000005,-0.000005,0,0.05235,0.00087,-0.00087,0,0,,,0,85.51,0.35,-0.35,0,1.057,0.119,-0.119,0,Mass,1.33,0.061,-0.061,0,0.558,0.047,-0.047,0,0,0,0,0,23h39m05.81s,354.774222,+42d27m57.5s,42.465973,261,20,-20,0,10.44,0.036,0,0,V (Johnson),6570,80,-80,0,0,1.29,0.06,-0.06,0,0,1.46,0.06,-0.06,0,0,2014-05-14,2007
187,HAT-P-5,b,Transit,1,2.788491,0.000025,-0.000025,0,0.04075,0.00076,-0.00076,0,0,,,0,86.75,0.44,-0.44,0,1.06,0.11,-0.11,0,Mass,1.26,0.05,-0.05,0,0.66,0.11,-0.11,0,0,0,0,0,18h17m37.31s,274.405476,+36d37m17.1s,36.62141,340,30,-30,0,12,,0,0,V (Johnson),5960,100,-100,0,0,1.16,0.06,-0.06,0,0,1.17,0.05,-0.05,0,0,2014-05-14,2007
177,HAT-P-4,b,Transit,1,3.056536,,,0,0.04438,0.00081,-0.0015,0,0,,,0,89.91,0.09,-2.2,0,0.671,0.033,-0.044,0,Mass,1.274,0.049,-0.06,0,0.403,0.065,-0.049,0,0,0,0,0,15h19m57.92s,229.991354,+36d13m46.8s,36.229664,314,24,-24,0,11.118,0.072,0,0,V (Johnson),5860,80,,0,,1.26,0.14,,0,,1.6,0.06,,0,,2014-05-14,2007
166,HAT-P-3,b,Transit,1,2.899736,0.000002,-0.000002,0,0.03866,0.00041,-0.00041,0,0,,,0,87.07,0.55,-0.55,0,0.591,0.018,-0.018,0,Mass,0.827,0.055,-0.055,0,1.29,0.25,-0.25,0,0,0,0,0,13h44m22.59s,206.094121,+48d01m43.2s,48.028667,138,10,-10,0,11.577,0.034,0,0,V (Johnson),5185,80,-80,0,0,0.92,0.03,-0.03,0,0,0.8,0.04,-0.04,0,0,2014-05-14,2007
155,HAT-P-2,b,Transit,1,5.6334729,0.0000061,-0.0000061,0,0.06878,0.00068,-0.00068,0,0.5171,0.0033,-0.0033,0,86.72,1.12,-0.87,0,9.09,0.24,-0.24,0,Mass,1.157,0.073,-0.062,0,7.29,1.12,-1.12,0,0,0,0,2,16h20m36.36s,245.151489,+41d02m53.1s,41.048084,135.32,14.4,-18.29,0,,,,,,6290,60,-60,0,0,1.36,0.04,-0.04,0,0,1.64,0.09,-0.08,0,0,2014-05-14,2007
144,HAT-P-11,b,Transit,1,4.8878162,0.0000071,-0.0000071,0,0.053,0.0002,-0.0008,0,0.198,0.046,-0.046,0,88.5,0.6,-0.6,0,0.081,0.009,-0.009,0,Mass,0.422,0.014,-0.014,0,1.33,0.2,-0.2,0,0,1,0,1,19h50m50.24s,297.709351,+48d04m51.1s,48.080856,38,1.3,-1.3,0,9.472,0.024,0,0,V (Johnson),4780,50,-50,0,0,0.81,0.02,-0.03,0,0,0.75,0.02,-0.02,0,0,2014-05-14,2008
143,HAT-P-1,b,Transit,1,4.46529976,0.00000055,-0.00000055,0,0.05561,0.00082,-0.00083,0,,,,,85.634,0.056,-0.056,0,0.525,0.019,-0.019,0,Mass,1.319,0.019,-0.019,0,0.282,0.01,-0.009,0,0,0,0,0,22h57m46.83s,344.445104,+38d40m29.8s,38.674953,139,22,-19,0,10.34,,0,0,V (Johnson),5980,49,-49,0,0,1.15,0.05,-0.05,0,0,1.17,0.03,-0.03,0,0,2015-09-10,2006
140,GQ Lup,b,Imaging,1,,,,,100,,,0,,,,,,,,,20,,,0,Mass,3,0.5,-0.5,0,,,,,0,0,0,1,15h49m12.10s,237.300427,-35d39m05.1s,-35.651421,139,45,-45,0,12.43,,0,0,V (Johnson),,,,,,0.7,,,0,0,,,,,,2014-05-14,2004
137,GJ 876,c,Radial Velocity,4,30.0881,0.0082,-0.0082,0,0.12959,0.000024,-0.000024,0,0.25591,0.00093,-0.00093,0,59,,,0,0.7142,0.0039,-0.0039,0,Mass,,,,,,,,,0,0,1,0,22h53m16.74s,343.319733,-14d15m49.3s,-14.2637,4.7,0.05,-0.05,0,10.191,0.015,0,0,V (Johnson),,,,,0,0.33,0.03,-0.03,0,0,,,,,0,2014-08-27,2000
138,GJ 876,d,Radial Velocity,4,1.93778,0.00002,-0.00002,0,0.020807,0,0,0,0.207,0.055,-0.055,0,59,,,0,0.021,0.001,-0.001,0,Mass,,,,,,,,,0,0,1,1,22h53m16.74s,343.319733,-14d15m49.3s,-14.2637,4.7,0.05,-0.05,0,10.191,0.015,0,0,V (Johnson),,,,,0,0.33,0.03,-0.03,0,0,,,,,0,2014-08-27,2005
134,GJ 849,b,Radial Velocity,1,1845,15,-15,0,2.32,,,0,0.05,0.03,-0.03,0,,,,,0.91,,,0,Msini,,,,,,,,,0,0,0,0,22h09m40.35s,332.418121,-04d38m26.6s,-4.640729,8.77,0.16,-0.17,0,10.37,0.011,0,0,V (Johnson),,,,,,0.49,0.05,-0.05,0,0,,,,,,2014-08-27,2006
132,GJ 832,b,Radial Velocity,2,3657,104,-104,0,3.56,0.28,-0.28,0,0.08,0.02,-0.06,0,,,,,0.68,0.09,-0.09,0,Msini,,,,,,,,,0,0,0,0,21h33m33.98s,323.391571,-49d00m32.4s,-49.009006,4.94,0.03,-0.03,0,8.66,,0,0,V (Johnson),3472,,,0,0,0.45,0.05,-0.05,0,0,,,,,0,2014-06-25,2008
126,GJ 674,b,Radial Velocity,1,4.6938,0.007,-0.007,0,0.039,,,0,0.2,0.02,-0.02,0,,,,,0.035,,,0,Msini,,,,,,,,,0,0,0,0,17h28m39.95s,262.166443,-46d53m42.7s,-46.895191,4.54,0.03,-0.03,0,9.37,,0,0,V (Johnson),3600,100,-100,0,0,0.35,,,0,0,,,,,,2014-05-14,2007
117,GJ 581,b,Radial Velocity,3,5.3686,0.0001,-0.0001,0,0.04061,0.00003,-0.00003,0,0,0.03,-0.03,0,,,,,0.0497,0.0009,-0.0009,0,Msini,,,,,,,,,0,0,0,0,15h19m26.82s,229.861771,-07d43m20.2s,-7.72228,6.27,0.09,-0.09,0,10.56,0.011,0,0,V (Johnson),,,,,,0.31,0.02,-0.02,0,0,0.29,,,0,0,2014-07-09,2005
118,GJ 581,c,Radial Velocity,3,12.914,0.002,-0.002,0,0.0721,0.0003,-0.0003,0,0,0.06,-0.06,0,,,,,0.0173,0.0009,-0.0009,0,Msini,,,,,,,,,0,0,0,0,15h19m26.82s,229.861771,-07d43m20.2s,-7.72228,6.27,0.09,-0.09,0,10.56,0.011,0,0,V (Johnson),,,,,,0.31,0.02,-0.02,0,0,0.29,,,0,0,2014-07-09,2005
119,GJ 581,e,Radial Velocity,3,3.149,0.0002,-0.0002,0,0.02815,0.00006,-0.00006,0,0,0.06,-0.06,0,,,,,0.0053,0.0006,-0.0006,0,Msini,,,,,,,,,0,0,0,0,15h19m26.82s,229.861771,-07d43m20.2s,-7.72228,6.27,0.09,-0.09,0,10.56,0.011,0,0,V (Johnson),,,,,,0.31,0.02,-0.02,0,0,0.29,,,0,0,2014-07-09,2005
115,GJ 436,b,Radial Velocity,1,2.64388312,0.00000057,-0.00000057,0,0.0291,0.0015,-0.0015,0,0.13827,0.00018,-0.00018,0,86.44,0.17,-0.16,0,0.07,0.007,-0.007,0,Mass,0.372,0.015,-0.015,0,1.8,0.29,-0.29,0,0,0,0,0,11h42m11.09s,175.546219,+26d42m23.7s,26.70657,10.23,0.23,-0.24,0,10.67,0.01,0,0,V (Johnson),,,,,0,0.47,0.07,-0.07,0,0,0.46,0.02,-0.02,0,0,2015-02-05,2004
105,GJ 317,b,Radial Velocity,1,692,2,-2,0,1.15,0.05,-0.05,0,0.11,0.05,-0.05,0,45,30,-10,0,2.5,0.7,-0.4,0,Mass,,,,,,,,,0,0,0,0,08h40m59.22s,130.24673,-23d27m22.6s,-23.456289,15.1,0.22,-0.22,0,11.97,0.014,0,0,V (Johnson),3510,50,-50,0,0,0.42,0.05,-0.05,0,0,,,,,,2014-08-27,2007
104,GJ 3021,b,Radial Velocity,1,133.71,0.2,-0.2,0,0.49,,,0,0.511,0.017,-0.017,0,,,,,3.37,0.09,-0.09,0,Msini,,,,,,,,,0,0,0,1,00h16m12.68s,4.052823,-79d51m04.3s,-79.851181,17.62,0.16,-0.17,0,6.59,0,0,0,V (Johnson),5540,75,-75,0,0,0.9,,,0,0,0.9,,,0,0,2014-05-14,2000
96,Fomalhaut,b,Imaging,1,555530,184690,-353320,0,160,33,-79,0,0.87,0.11,-0.05,0,55,26,-12,0,,,,,,,,,,,,,,0,0,0,2,22h57m39.05s,344.412689,-29d37m20.1s,-29.622236,7.69,0.05,-0.05,0,1.16,,0,0,V (Johnson),,,,,,2,,,0,0,,,,,,2015-11-19,2008
95,FU Tau,b,Imaging,1,,,,,800,,,0,,,,,,,,,16,,,0,Mass,,,,,,,,,0,0,0,1,04h23m35.74s,65.898908,+25d02m59.6s,25.049898,140,,,0,,,,,,2838,,,0,0,0.05,,,0,0,,,,,0,2016-03-10,2008
91,DH Tau,b,Imaging,1,,,,,330,,,0,,,,,,,,,11,10,-3,0,Mass,,,,,,,,,0,0,0,1,04h29m41.56s,67.423158,+26d32m58.3s,26.54952,140,15,-15,0,,,,,,,,,,,0.33,,,0,0,0.27,0.07,-0.07,0,0,2014-05-14,2004
83,CoRoT-4,b,Transit,1,9.20205,0.00037,-0.00037,0,0.09,0.001,-0.001,0,0,0.1,-0.1,0,90,0,-0.085,0,0.72,0.08,-0.08,0,Mass,1.19,0.06,-0.05,0,0.525,0.15,-0.15,0,0,0,0,0,06h48m46.72s,102.194663,-00d40m22.0s,-0.672774,,,,,,,,,,6190,60,-60,0,0,1.16,0.03,-0.02,0,0,1.17,0.01,-0.03,0,0,2014-05-14,2008
82,CoRoT-3,b,Transit,1,4.2568,0.000005,-0.000005,0,,,,,0,,,0,85.9,0.8,-0.8,0,21.66,1,-1,0,Mass,1.01,0.07,-0.07,0,26.4,5.6,-5.6,0,0,0,0,0,19h28m13.26s,292.055263,+00d07m18.6s,0.12182,680,160,-160,0,,,,,,6740,140,-140,0,0,1.37,0.09,-0.09,0,0,1.56,0.09,-0.09,0,0,2014-05-14,2008
71,CoRoT-2,b,Transit,1,1.7429935,0.000001,-0.000001,0,0.02798,0.00076,-0.0008,0,0.0143,0.0077,-0.0076,0,88.08,0.18,-0.16,0,3.47,0.22,-0.22,0,Mass,1.466,0.042,-0.044,0,1.47,0.08,-0.074,0,0,0,0,1,19h27m06.49s,291.777056,+01d23m01.4s,1.383714,200,,,0,12.57,,0,0,V (Johnson),5625,120,-120,0,0,0.96,0.08,-0.08,0,0,0.91,0.03,-0.03,0,0,2014-05-14,2008
61,CoRoT-1,b,Transit,1,1.5089557,0.0000064,-0.0000064,0,,,,,0,,,0,85.1,0.5,-0.5,0,1.03,0.12,-0.12,0,Mass,1.49,0.08,-0.08,0,0.38,0.05,-0.05,0,0,0,0,0,06h48m19.17s,102.079885,-03d06m07.7s,-3.102147,,,,,13.6,,0,0,V (Johnson),5950,150,-150,0,0,0.95,0.15,-0.15,0,0,1.11,0.05,-0.05,0,0,2014-05-14,2008
60,CT Cha,b,Imaging,1,,,,,440,,,0,,,,,,,,,17,6,-6,0,Mass,2.2,0.81,-0.6,0,,,,,0,0,0,0,11h04m09.09s,166.037877,-76d27m19.4s,-76.455383,165,30,-30,0,,,,,,,,,,,,,,,,,,,,,2014-05-14,2007
59,CHXR 73,b,Imaging,1,,,,,210,,,0,,,,,,,,,12.569,8.379,-5.237,0,Mass,,,,,,,,,0,0,0,0,11h06m28.77s,166.619893,-77d37m33.2s,-77.625877,,,,,,,,,,,,,,,0.35,,,0,0,,,,,,2014-05-14,2006
57,BD-17 63,b,Radial Velocity,1,655.6,0.6,-0.6,0,1.34,0.02,-0.02,0,0.54,0.005,-0.005,0,,,,,5.1,0.12,-0.12,0,Msini,,,,,,,,,0,0,0,0,00h28m34.31s,7.142942,-16d13m34.8s,-16.226345,37.54,1.87,-2.08,0,9.566,0.024,0,0,V (Johnson),4714,93,-93,0,0,0.74,0.03,-0.03,0,0,0.69,,,0,0,2014-05-14,2008
56,BD-13 2130,b,Radial Velocity,1,714.3,5.3,-5.3,0,2.1,,,0,0.21,0.07,-0.07,0,,,,,10.6,,,0,Msini,,,,,,,,,0,0,0,0,07h37m09.23s,114.288458,-13d54m23.9s,-13.906639,766,,,0,9.45,,0,0,V (Johnson),,,,,0,2.4,0.2,-0.2,0,0,,,,,0,2015-05-14,2007
54,BD-10 3166,b,Radial Velocity,1,3.48777,0.00011,-0.00011,0,0.0452,0.0026,-0.0026,0,0.019,0.023,-0.023,0,,,,,0.458,0.039,-0.039,0,Msini,,,,,,,,,0,0,0,0,10h58m28.80s,164.620003,-10d46m13.4s,-10.770376,80,10,-10,0,10.08,,0,0,V (Johnson),5393,,,0,0,1.01,,,,0,,,,,,2014-08-27,2000
39,AB Pic,b,Imaging,1,,,,,260,,,0,,,,,,,,,13.5,0.5,-0.5,0,Mass,,,,,,,,,0,0,0,0,06h19m12.91s,94.803802,-58d03m15.5s,-58.05431,45.52,1.64,-1.76,0,9.128,0.019,0,0,V (Johnson),,,,,,,,,,,,,,,,2014-05-14,2005
37,81 Cet,b,Radial Velocity,1,952.7,8.8,-8.8,0,2.5,,,0,0.206,0.029,-0.029,0,,,,,5.3,,,0,Msini,,,,,,,,,0,0,0,0,02h37m41.80s,39.424168,-03d23m46.2s,-3.396175,97.18,8.37,-10.11,0,5.65,,0,0,V (Johnson),4785,25,-25,0,0,2.4,0.1,-0.4,0,0,11,2,-1,0,0,2014-05-14,2008
29,6 Lyn,b,Radial Velocity,1,874.774,16.27,-8.47,0,2.18,0.05,-0.06,0,0.125,,,1,,,,,2.21,0.11,-0.16,0,Msini,,,,,,,,,0,0,0,0,06h30m47.11s,97.696281,+58d09m45.5s,58.162632,56.95,2.36,-2.58,0,,,,,,4978,18,-18,0,0,1.7,0.1,-0.2,0,0,5.2,0.4,-0.3,0,0,2015-09-03,2008
26,55 Cnc,d,Radial Velocity,5,4825,39,-39,0,5.503,0.03,-0.03,0,0.019,0.013,-0.013,0,90,,,0,3.878,0.068,-0.068,0,Mass,,,,,,,,,0,0,0,0,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.53,0.13,-0.13,0,5.96,0.01,0,0,V (Johnson),5196,24,-24,0,0,0.91,0.01,-0.01,0,0,0.94,0.01,-0.01,0,0,2014-10-29,2002
25,55 Cnc,c,Radial Velocity,5,44.4175,0.0073,-0.0073,0,0.241376,0.000026,-0.000026,0,0.02,0.031,-0.031,0,90,,,0,0.1714,0.0055,-0.0055,0,Mass,,,,,,,,,0,0,0,0,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.53,0.13,-0.13,0,5.96,0.01,0,0,V (Johnson),5196,24,-24,0,0,0.91,0.01,-0.01,0,0,0.94,0.01,-0.01,0,0,2014-10-29,2004
27,55 Cnc,e,Radial Velocity,5,0.736539,0.000007,-0.000007,0,0.01544,0.00009,-0.00009,0,,,,,83.3,0.9,-0.8,0,0.02542,0.00098,-0.00098,0,Mass,0.17,0.007,-0.007,0,6.4,0.8,-0.7,0,0,0,0,1,08h52m35.81s,133.149216,+28d19m50.9s,28.330818,12.53,0.13,-0.13,0,5.96,0.01,0,0,V (Johnson),5196,24,-24,0,0,0.91,0.01,-0.01,0,0,0.94,0.01,-0.01,0,0,2016-07-07,2004
